"Generation","Term","classicFisher","Significant","-log10(p-value)"
"Gen4","positive regulation of T cell cytokine p...",1,0,0
"Gen4","positive regulation of T cell differenti...",1,0,0
"Gen4","positive regulation of T cell mediated i...",1,0,0
"Gen4","positive regulation of T-helper 2 cell c...",1,0,0
"Gen4","positive regulation of TOR signaling",1,0,0
"Gen4","positive regulation of Wnt protein secre...",1,0,0
"Gen4","positive regulation of Wnt signaling pat...",1,0,0
"Gen4","positive regulation of actin filament bu...",1,0,0
"Gen4","positive regulation of actin filament po...",1,0,0
"Gen4","positive regulation of adaptive immune r...",1,0,0
"Gen4","positive regulation of adaptive immune r...",1,0,0
"Gen4","positive regulation of adenylate cyclase...",1,0,0
"Gen4","positive regulation of alpha-beta T cell...",1,0,0
"Gen4","positive regulation of amide metabolic p...",1,0,0
"Gen4","positive regulation of amine metabolic p...",1,0,0
"Gen4","positive regulation of angiogenesis",1,0,0
"Gen4","positive regulation of animal organ morp...",1,0,0
"Gen4","positive regulation of autophagy",1,0,0
"Gen4","positive regulation of axon extension",1,0,0
"Gen4","positive regulation of axonogenesis",1,0,0
"Gen4","positive regulation of basement membrane...",1,0,0
"Gen4","positive regulation of behavior",1,0,0
"Gen4","positive regulation of binding",1,0,0
"Gen4","positive regulation of biomineral tissue...",1,0,0
"Gen4","positive regulation of blood circulation",1,0,0
"Gen4","positive regulation of blood pressure",1,0,0
"Gen4","positive regulation of blood vessel endo...",1,0,0
"Gen4","positive regulation of bone mineralizati...",1,0,0
"Gen4","positive regulation of calcium ion trans...",1,0,0
"Gen4","positive regulation of calcium ion trans...",1,0,0
"Gen4","positive regulation of calcium ion trans...",1,0,0
"Gen4","positive regulation of calcium ion trans...",1,0,0
"Gen4","positive regulation of canonical NF-kapp...",1,0,0
"Gen4","positive regulation of canonical Wnt sig...",1,0,0
"Gen4","positive regulation of carbohydrate meta...",1,0,0
"Gen4","positive regulation of cardiac muscle ce...",1,0,0
"Gen4","positive regulation of cardiac muscle co...",1,0,0
"Gen4","positive regulation of cardiac muscle hy...",1,0,0
"Gen4","positive regulation of cardiac muscle ti...",1,0,0
"Gen4","positive regulation of cardioblast diffe...",1,0,0
"Gen4","positive regulation of cardiocyte differ...",1,0,0
"Gen4","positive regulation of cartilage develop...",1,0,0
"Gen4","positive regulation of catabolic process",1,0,0
"Gen4","positive regulation of catalytic activit...",1,0,0
"Gen4","positive regulation of catecholamine met...",1,0,0
"Gen4","positive regulation of cation channel ac...",1,0,0
"Gen4","positive regulation of cation transmembr...",1,0,0
"Gen4","positive regulation of cell activation",1,0,0
"Gen4","positive regulation of cell adhesion",1,0,0
"Gen4","positive regulation of cell cycle",1,0,0
"Gen4","positive regulation of cell cycle G1/S p...",1,0,0
"Gen4","positive regulation of cell cycle G2/M p...",1,0,0
"Gen4","positive regulation of cell cycle phase ...",1,0,0
"Gen4","positive regulation of cell cycle proces...",1,0,0
"Gen4","positive regulation of cell development",1,0,0
"Gen4","positive regulation of cell differentiat...",1,0,0
"Gen4","positive regulation of cell division",1,0,0
"Gen4","positive regulation of cell growth",1,0,0
"Gen4","positive regulation of cell growth invol...",1,0,0
"Gen4","positive regulation of cell junction ass...",1,0,0
"Gen4","positive regulation of cell killing",1,0,0
"Gen4","positive regulation of cell migration",1,0,0
"Gen4","positive regulation of cell morphogenesi...",1,0,0
"Gen4","positive regulation of cell motility",1,0,0
"Gen4","positive regulation of cell population p...",1,0,0
"Gen4","positive regulation of cell proliferatio...",1,0,0
"Gen4","positive regulation of cell proliferatio...",1,0,0
"Gen4","positive regulation of cell proliferatio...",1,0,0
"Gen4","positive regulation of cell size",1,0,0
"Gen4","positive regulation of cell-cell adhesio...",1,0,0
"Gen4","positive regulation of cell-matrix adhes...",1,0,0
"Gen4","positive regulation of cell-substrate ad...",1,0,0
"Gen4","positive regulation of cell-substrate ju...",1,0,0
"Gen4","positive regulation of cellular extravas...",1,0,0
"Gen4","positive regulation of cellular response...",1,0,0
"Gen4","positive regulation of chemotaxis",1,0,0
"Gen4","positive regulation of cholesterol trans...",1,0,0
"Gen4","positive regulation of chromosome organi...",1,0,0
"Gen4","positive regulation of chromosome separa...",1,0,0
"Gen4","positive regulation of cilium assembly",1,0,0
"Gen4","positive regulation of circadian rhythm",1,0,0
"Gen4","positive regulation of circadian sleep/w...",1,0,0
"Gen4","positive regulation of collagen biosynth...",1,0,0
"Gen4","positive regulation of collagen metaboli...",1,0,0
"Gen4","positive regulation of cyclase activity",1,0,0
"Gen4","positive regulation of cyclic-nucleotide...",1,0,0
"Gen4","positive regulation of cyclin-dependent ...",1,0,0
"Gen4","positive regulation of cyclin-dependent ...",1,0,0
"Gen4","positive regulation of cytokinesis",1,0,0
"Gen4","positive regulation of cytoplasmic mRNA ...",1,0,0
"Gen4","positive regulation of cytoskeleton orga...",1,0,0
"Gen4","positive regulation of cytosolic calcium...",1,0,0
"Gen4","positive regulation of defense response",1,0,0
"Gen4","positive regulation of defense response ...",1,0,0
"Gen4","positive regulation of dendrite morphoge...",1,0,0
"Gen4","positive regulation of dendritic spine d...",1,0,0
"Gen4","positive regulation of deoxyribonuclease...",1,0,0
"Gen4","positive regulation of dephosphorylation",1,0,0
"Gen4","positive regulation of developmental gro...",1,0,0
"Gen4","positive regulation of dopamine metaboli...",1,0,0
"Gen4","positive regulation of early endosome to...",1,0,0
"Gen4","positive regulation of embryonic develop...",1,0,0
"Gen4","positive regulation of endocytosis",1,0,0
"Gen4","positive regulation of endodeoxyribonucl...",1,0,0
"Gen4","positive regulation of endoplasmic retic...",1,0,0
"Gen4","positive regulation of endoplasmic retic...",1,0,0
"Gen4","positive regulation of endothelial cell ...",1,0,0
"Gen4","positive regulation of endothelial cell ...",1,0,0
"Gen4","positive regulation of endothelial cell ...",1,0,0
"Gen4","positive regulation of ephrin receptor s...",1,0,0
"Gen4","positive regulation of epidermal growth ...",1,0,0
"Gen4","positive regulation of epithelial cell d...",1,0,0
"Gen4","positive regulation of epithelial cell m...",1,0,0
"Gen4","positive regulation of epithelial cell p...",1,0,0
"Gen4","positive regulation of epithelial to mes...",1,0,0
"Gen4","positive regulation of epithelial tube f...",1,0,0
"Gen4","positive regulation of erythrocyte diffe...",1,0,0
"Gen4","positive regulation of establishment of ...",1,0,0
"Gen4","positive regulation of establishment of ...",1,0,0
"Gen4","positive regulation of establishment of ...",1,0,0
"Gen4","positive regulation of exit from mitosis",1,0,0
"Gen4","positive regulation of exocytosis",1,0,0
"Gen4","positive regulation of exosomal secretio...",1,0,0
"Gen4","positive regulation of extracellular mat...",1,0,0
"Gen4","positive regulation of extracellular mat...",1,0,0
"Gen4","positive regulation of extracellular mat...",1,0,0
"Gen4","positive regulation of extrinsic apoptot...",1,0,0
"Gen4","positive regulation of extrinsic apoptot...",1,0,0
"Gen4","positive regulation of fat cell differen...",1,0,0
"Gen4","positive regulation of feeding behavior",1,0,0
"Gen4","positive regulation of fibroblast prolif...",1,0,0
"Gen4","positive regulation of focal adhesion as...",1,0,0
"Gen4","positive regulation of follicle-stimulat...",1,0,0
"Gen4","positive regulation of gastrulation",1,0,0
"Gen4","positive regulation of gene expression, ...",1,0,0
"Gen4","positive regulation of glial cell differ...",1,0,0
"Gen4","positive regulation of glial cell prolif...",1,0,0
"Gen4","positive regulation of gliogenesis",1,0,0
"Gen4","positive regulation of glucose metabolic...",1,0,0
"Gen4","positive regulation of glycolytic proces...",1,0,0
"Gen4","positive regulation of glycoprotein meta...",1,0,0
"Gen4","positive regulation of gonadotropin secr...",1,0,0
"Gen4","positive regulation of granulocyte chemo...",1,0,0
"Gen4","positive regulation of granulocyte diffe...",1,0,0
"Gen4","positive regulation of growth",1,0,0
"Gen4","positive regulation of growth hormone se...",1,0,0
"Gen4","positive regulation of heart contraction",1,0,0
"Gen4","positive regulation of heart growth",1,0,0
"Gen4","positive regulation of helicase activity",1,0,0
"Gen4","positive regulation of hemopoiesis",1,0,0
"Gen4","positive regulation of hormone metabolic...",1,0,0
"Gen4","positive regulation of hormone secretion",1,0,0
"Gen4","positive regulation of hydrolase activit...",1,0,0
"Gen4","positive regulation of immune effector p...",1,0,0
"Gen4","positive regulation of immune response",1,0,0
"Gen4","positive regulation of immune system pro...",1,0,0
"Gen4","positive regulation of inflammatory resp...",1,0,0
"Gen4","positive regulation of innate immune res...",1,0,0
"Gen4","positive regulation of insulin secretion",1,0,0
"Gen4","positive regulation of interleukin-4 pro...",1,0,0
"Gen4","positive regulation of interleukin-6 pro...",1,0,0
"Gen4","positive regulation of intracellular cho...",1,0,0
"Gen4","positive regulation of intracellular lip...",1,0,0
"Gen4","positive regulation of intracellular pro...",1,0,0
"Gen4","positive regulation of intracellular ste...",1,0,0
"Gen4","positive regulation of intracellular tra...",1,0,0
"Gen4","positive regulation of ion transmembrane...",1,0,0
"Gen4","positive regulation of kinase activity",1,0,0
"Gen4","positive regulation of lamellipodium ass...",1,0,0
"Gen4","positive regulation of lamellipodium org...",1,0,0
"Gen4","positive regulation of leukocyte activat...",1,0,0
"Gen4","positive regulation of leukocyte adhesio...",1,0,0
"Gen4","positive regulation of leukocyte cell-ce...",1,0,0
"Gen4","positive regulation of leukocyte chemota...",1,0,0
"Gen4","positive regulation of leukocyte differe...",1,0,0
"Gen4","positive regulation of leukocyte mediate...",1,0,0
"Gen4","positive regulation of leukocyte mediate...",1,0,0
"Gen4","positive regulation of leukocyte migrati...",1,0,0
"Gen4","positive regulation of leukocyte prolife...",1,0,0
"Gen4","positive regulation of lipase activity",1,0,0
"Gen4","positive regulation of lipid biosyntheti...",1,0,0
"Gen4","positive regulation of lipid localizatio...",1,0,0
"Gen4","positive regulation of lipid metabolic p...",1,0,0
"Gen4","positive regulation of lipid storage",1,0,0
"Gen4","positive regulation of lipid transport",1,0,0
"Gen4","positive regulation of locomotion",1,0,0
"Gen4","positive regulation of luteinizing hormo...",1,0,0
"Gen4","positive regulation of lyase activity",1,0,0
"Gen4","positive regulation of lymphocyte activa...",1,0,0
"Gen4","positive regulation of lymphocyte differ...",1,0,0
"Gen4","positive regulation of lymphocyte mediat...",1,0,0
"Gen4","positive regulation of lymphocyte prolif...",1,0,0
"Gen4","positive regulation of mRNA catabolic pr...",1,0,0
"Gen4","positive regulation of mRNA metabolic pr...",1,0,0
"Gen4","positive regulation of mRNA processing",1,0,0
"Gen4","positive regulation of mRNA splicing, vi...",1,0,0
"Gen4","positive regulation of macroautophagy",1,0,0
"Gen4","positive regulation of membrane depolari...",1,0,0
"Gen4","positive regulation of membrane permeabi...",1,0,0
"Gen4","positive regulation of mesenchymal cell ...",1,0,0
"Gen4","positive regulation of metaphase/anaphas...",1,0,0
"Gen4","positive regulation of miRNA metabolic p...",1,0,0
"Gen4","positive regulation of miRNA-mediated ge...",1,0,0
"Gen4","positive regulation of microtubule polym...",1,0,0
"Gen4","positive regulation of microtubule polym...",1,0,0
"Gen4","positive regulation of mitochondrial dep...",1,0,0
"Gen4","positive regulation of mitochondrial fis...",1,0,0
"Gen4","positive regulation of mitochondrial mem...",1,0,0
"Gen4","positive regulation of mitochondrial mem...",1,0,0
"Gen4","positive regulation of mitotic cell cycl...",1,0,0
"Gen4","positive regulation of mitotic cell cycl...",1,0,0
"Gen4","positive regulation of mitotic metaphase...",1,0,0
"Gen4","positive regulation of mitotic nuclear d...",1,0,0
"Gen4","positive regulation of mitotic sister ch...",1,0,0
"Gen4","positive regulation of monoatomic ion tr...",1,0,0
"Gen4","positive regulation of monoatomic ion tr...",1,0,0
"Gen4","positive regulation of mononuclear cell ...",1,0,0
"Gen4","positive regulation of monooxygenase act...",1,0,0
"Gen4","positive regulation of morphogenesis of ...",1,0,0
"Gen4","positive regulation of muscle cell diffe...",1,0,0
"Gen4","positive regulation of muscle contractio...",1,0,0
"Gen4","positive regulation of muscle hypertroph...",1,0,0
"Gen4","positive regulation of muscle organ deve...",1,0,0
"Gen4","positive regulation of muscle tissue dev...",1,0,0
"Gen4","positive regulation of myeloid cell diff...",1,0,0
"Gen4","positive regulation of myeloid leukocyte...",1,0,0
"Gen4","positive regulation of myoblast differen...",1,0,0
"Gen4","positive regulation of myoblast fusion",1,0,0
"Gen4","positive regulation of nervous system de...",1,0,0
"Gen4","positive regulation of neural precursor ...",1,0,0
"Gen4","positive regulation of neuroblast prolif...",1,0,0
"Gen4","positive regulation of neurogenesis",1,0,0
"Gen4","positive regulation of neuromuscular jun...",1,0,0
"Gen4","positive regulation of neuron apoptotic ...",1,0,0
"Gen4","positive regulation of neuron differenti...",1,0,0
"Gen4","positive regulation of neurotransmitter ...",1,0,0
"Gen4","positive regulation of neurotransmitter ...",1,0,0
"Gen4","positive regulation of neutrophil chemot...",1,0,0
"Gen4","positive regulation of neutrophil extrav...",1,0,0
"Gen4","positive regulation of neutrophil migrat...",1,0,0
"Gen4","positive regulation of nitric oxide bios...",1,0,0
"Gen4","positive regulation of nitric oxide meta...",1,0,0
"Gen4","positive regulation of nitric-oxide synt...",1,0,0
"Gen4","positive regulation of non-canonical NF-...",1,0,0
"Gen4","positive regulation of nuclear division",1,0,0
"Gen4","positive regulation of nuclear-transcrib...",1,0,0
"Gen4","positive regulation of nuclease activity",1,0,0
"Gen4","positive regulation of nucleocytoplasmic...",1,0,0
"Gen4","positive regulation of nucleotide catabo...",1,0,0
"Gen4","positive regulation of nucleotide metabo...",1,0,0
"Gen4","positive regulation of organ growth",1,0,0
"Gen4","positive regulation of organelle assembl...",1,0,0
"Gen4","positive regulation of organelle organiz...",1,0,0
"Gen4","positive regulation of ossification",1,0,0
"Gen4","positive regulation of osteoblast differ...",1,0,0
"Gen4","positive regulation of oxidoreductase ac...",1,0,0
"Gen4","positive regulation of pattern recogniti...",1,0,0
"Gen4","positive regulation of peptidase activit...",1,0,0
"Gen4","positive regulation of peptide hormone s...",1,0,0
"Gen4","positive regulation of peptide secretion",1,0,0
"Gen4","positive regulation of peptidyl-serine p...",1,0,0
"Gen4","positive regulation of peptidyl-threonin...",1,0,0
"Gen4","positive regulation of peptidyl-tyrosine...",1,0,0
"Gen4","positive regulation of phagocytosis",1,0,0
"Gen4","positive regulation of phosphatase activ...",1,0,0
"Gen4","positive regulation of phosphate metabol...",1,0,0
"Gen4","positive regulation of phosphatidylinosi...",1,0,0
"Gen4","positive regulation of phospholipase act...",1,0,0
"Gen4","positive regulation of phosphorus metabo...",1,0,0
"Gen4","positive regulation of phosphorylation",1,0,0
"Gen4","positive regulation of positive chemotax...",1,0,0
"Gen4","positive regulation of post-transcriptio...",1,0,0
"Gen4","positive regulation of post-transcriptio...",1,0,0
"Gen4","positive regulation of post-translationa...",1,0,0
"Gen4","positive regulation of potassium ion tra...",1,0,0
"Gen4","positive regulation of production of mol...",1,0,0
"Gen4","positive regulation of proteasomal prote...",1,0,0
"Gen4","positive regulation of proteasomal ubiqu...",1,0,0
"Gen4","positive regulation of protein acetylati...",1,0,0
"Gen4","positive regulation of protein autophosp...",1,0,0
"Gen4","positive regulation of protein binding",1,0,0
"Gen4","positive regulation of protein catabolic...",1,0,0
"Gen4","positive regulation of protein export fr...",1,0,0
"Gen4","positive regulation of protein import in...",1,0,0
"Gen4","positive regulation of protein kinase ac...",1,0,0
"Gen4","positive regulation of protein localizat...",1,0,0
"Gen4","positive regulation of protein localizat...",1,0,0
"Gen4","positive regulation of protein localizat...",1,0,0
"Gen4","positive regulation of protein localizat...",1,0,0
"Gen4","positive regulation of protein localizat...",1,0,0
"Gen4","positive regulation of protein localizat...",1,0,0
"Gen4","positive regulation of protein metabolic...",1,0,0
"Gen4","positive regulation of protein modificat...",1,0,0
"Gen4","positive regulation of protein modificat...",1,0,0
