region	chr	midPos	Nsites
(113,491)(353724,354108)(350000,400000)	JASDQU010735556.1	375000	380	0.097610
(258,1139)(128783,130250)(100000,150000)	JASDQU010735562.1	125000	883	0.281262
(1140,1356)(374145,374366)(350000,400000)	JASDQU010735562.1	375000	218	0.084323
(2082,4656)(133877,136796)(100000,150000)	JASDQU010735566.1	125000	2576	0.437613
(1006,3130)(167326,170116)(150000,200000)	JASDQU010735573.1	175000	2126	0.635350
(717,989)(62105,62381)(50000,100000)	JASDQU010735576.1	75000	274	0.073933
(990,1044)(134421,134484)(100000,150000)	JASDQU010735576.1	125000	56	0.050386
(129,1060)(58661,69843)(50000,100000)	JASDQU010735578.1	75000	933	0.413817
(724,876)(95824,95990)(50000,100000)	JASDQU010735588.1	75000	154	0.032317
(60,9051)(372369,399792)(350000,400000)	JASDQU010735619.1	375000	8993	0.366362
(138,197)(269347,269443)(250000,300000)	JASDQU010735630.1	275000	61	0.082607
(750,874)(169436,169585)(150000,200000)	JASDQU010735668.1	175000	126	0.182588
(321,604)(255069,262126)(250000,300000)	JASDQU010735700.1	275000	285	0.004672
(605,756)(404080,429050)(400000,450000)	JASDQU010735700.1	425000	153	0.380046
(3115,10156)(155174,163171)(150000,200000)	JASDQU010735711.1	175000	7043	0.604053
(134,619)(250000,250512)(250000,300000)	JASDQU010735714.1	275000	487	0.409725
(729,951)(70941,71895)(50000,100000)	JASDQU010735721.1	75000	224	0.065596
(57,352)(125806,140308)(100000,150000)	JASDQU010735727.1	125000	297	0.727041
(353,514)(178551,178720)(150000,200000)	JASDQU010735727.1	175000	163	0.052872
(253,289)(438858,438898)(400000,450000)	JASDQU010735736.1	425000	38	0.123818
(290,626)(478911,479336)(450000,500000)	JASDQU010735736.1	475000	338	0.655189
(627,1559)(527743,540907)(500000,550000)	JASDQU010735736.1	525000	934	0.652426
(102,814)(66215,66932)(50000,100000)	JASDQU010735741.1	75000	714	0.574223
(422,1501)(201252,202471)(200000,250000)	JASDQU010735747.1	225000	1081	0.803663
(828,921)(65659,65763)(50000,100000)	JASDQU010735756.1	75000	95	0.085061
(922,4205)(307814,346459)(300000,350000)	JASDQU010735756.1	325000	3285	0.629111
(2630,3423)(84700,85499)(50000,100000)	JASDQU010735761.1	75000	795	0.320581
(51,913)(101818,102681)(100000,150000)	JASDQU010735784.1	125000	864	0.654840
(888,1264)(323973,324371)(300000,350000)	JASDQU010735795.1	325000	378	0.622962
(582,1595)(498766,499789)(450000,500000)	JASDQU010735796.1	475000	1015	0.620312
(69,538)(95795,96283)(50000,100000)	JASDQU010735812.1	75000	471	0.347339
(6613,6642)(155890,155923)(150000,200000)	JASDQU010735823.1	175000	31	0.043115
(40,200)(196011,196240)(150000,200000)	JASDQU010735826.1	175000	162	0.381215
(2022,4058)(75278,86763)(50000,100000)	JASDQU010735854.1	75000	2038	0.839352
(47,972)(251735,252673)(250000,300000)	JASDQU010735856.1	275000	927	0.628047
(3788,7235)(117972,144236)(100000,150000)	JASDQU010735860.1	125000	3449	0.738907
(2,829)(170578,172597)(150000,200000)	JASDQU010735865.1	175000	829	0.224078
(1416,1886)(57283,57939)(50000,100000)	JASDQU010735876.1	75000	472	0.202640
(656,1336)(179494,180200)(150000,200000)	JASDQU010735888.1	175000	682	0.309622
(198,216)(58944,58965)(50000,100000)	JASDQU010735899.1	75000	20	0.083479
(830,1644)(249161,249999)(200000,250000)	JASDQU010735900.1	225000	816	0.517933
(189,1129)(235535,236493)(200000,250000)	JASDQU010735907.1	225000	942	0.419175
(1130,2235)(273239,294810)(250000,300000)	JASDQU010735907.1	275000	1107	0.587533
(65,434)(52026,52558)(50000,100000)	JASDQU010735917.1	75000	371	0.049831
(435,1496)(167211,168302)(150000,200000)	JASDQU010735917.1	175000	1063	0.455219
(10,274)(50002,56992)(50000,100000)	JASDQU010735922.1	75000	266	0.708047
(2938,4262)(133179,134505)(100000,150000)	JASDQU010735929.1	125000	1326	0.299936
(4263,5013)(150829,197760)(150000,200000)	JASDQU010735929.1	175000	752	0.263574
(960,1040)(94920,95004)(50000,100000)	JASDQU010735947.1	75000	82	0.079540
(1041,1259)(102069,102440)(100000,150000)	JASDQU010735947.1	125000	220	0.025714
(852,2057)(120947,122207)(100000,150000)	JASDQU010735950.1	125000	1207	0.708579
(191,544)(258776,259362)(250000,300000)	JASDQU010735956.1	275000	355	0.043924
(562,685)(235498,235814)(200000,250000)	JASDQU010735973.1	225000	125	0.302390
(686,1273)(284676,285334)(250000,300000)	JASDQU010735973.1	275000	589	0.356281
(1274,1716)(329526,329982)(300000,350000)	JASDQU010735973.1	325000	444	0.541634
(284,3336)(71940,75284)(50000,100000)	JASDQU010735975.1	75000	3054	0.644384
(455,496)(486821,486944)(450000,500000)	JASDQU010735977.1	475000	43	0.061788
(1200,1759)(257918,258480)(250000,300000)	JASDQU010735979.1	275000	561	0.185258
(11,823)(285709,299535)(250000,300000)	JASDQU010735988.1	275000	814	0.391913
(824,1644)(305142,305986)(300000,350000)	JASDQU010735988.1	325000	822	0.213682
(1578,1624)(307414,307467)(300000,350000)	JASDQU010735993.1	325000	48	0.115025
(1625,1736)(364579,366862)(350000,400000)	JASDQU010735993.1	375000	113	0.050135
(502,647)(76685,76841)(50000,100000)	JASDQU010736002.1	75000	147	0.154458
(231,849)(186574,187770)(150000,200000)	JASDQU010736008.1	175000	620	0.040454
(850,1644)(393585,394397)(350000,400000)	JASDQU010736008.1	375000	796	0.105047
(1645,2788)(550811,552058)(550000,600000)	JASDQU010736008.1	575000	1145	0.692142
(260,608)(100000,100349)(100000,150000)	JASDQU010736011.1	125000	350	0.622466
(887,1010)(54065,54490)(50000,100000)	JASDQU010736014.1	75000	125	0.058406
(1170,1237)(60877,61010)(50000,100000)	JASDQU010736017.1	75000	69	0.015247
(2783,3301)(200000,200547)(200000,250000)	JASDQU010736018.1	225000	520	0.319357
(177,3073)(358174,375072)(350000,400000)	JASDQU010736022.1	375000	2898	0.700542
(2684,2847)(55069,55234)(50000,100000)	JASDQU010736026.1	75000	165	0.059888
(857,1424)(361276,361940)(350000,400000)	JASDQU010736036.1	375000	569	0.306905
(407,597)(161643,161992)(150000,200000)	JASDQU010736047.1	175000	192	0.145345
(598,1643)(204745,205800)(200000,250000)	JASDQU010736047.1	225000	1047	0.047606
(409,641)(50032,50551)(50000,100000)	JASDQU010736048.1	75000	234	0.031889
(642,675)(357392,357436)(350000,400000)	JASDQU010736048.1	375000	35	0.131914
(507,914)(381619,382040)(350000,400000)	JASDQU010736069.1	375000	409	0.050992
(915,999)(408611,410558)(400000,450000)	JASDQU010736069.1	425000	86	0.055358
(620,1678)(448206,449755)(400000,450000)	JASDQU010736071.1	425000	1060	0.093497
(188,728)(130005,130549)(100000,150000)	JASDQU010736087.1	125000	542	0.139671
(437,1800)(350591,385817)(350000,400000)	JASDQU010736095.1	375000	1365	0.315926
(2136,2618)(250547,251075)(250000,300000)	JASDQU010736107.1	275000	484	0.713398
(1773,1773)(75698,75698)(50000,100000)	JASDQU010736108.1	75000	2	0.051612
(1774,2019)(394658,394951)(350000,400000)	JASDQU010736108.1	375000	247	0.132755
(86,340)(152501,152875)(150000,200000)	JASDQU010736121.1	175000	256	0.028790
(2,519)(378367,385623)(350000,400000)	JASDQU010736123.1	375000	519	0.092739
(509,893)(451444,451898)(450000,500000)	JASDQU010736136.1	475000	386	0.109103
(894,1744)(728066,744911)(700000,750000)	JASDQU010736136.1	725000	852	0.163338
(1745,4052)(827462,830126)(800000,850000)	JASDQU010736136.1	825000	2309	0.702775
(560,1163)(152468,153103)(150000,200000)	JASDQU010736149.1	175000	605	0.138555
(320,599)(222456,222845)(200000,250000)	JASDQU010736150.1	225000	281	0.142664
(600,635)(386369,386416)(350000,400000)	JASDQU010736150.1	375000	37	0.035867
(116,188)(188286,188361)(150000,200000)	JASDQU010736156.1	175000	74	0.079580
(2462,2463)(70162,70164)(50000,100000)	JASDQU010736163.1	75000	3	0.075386
(1122,1423)(137178,137516)(100000,150000)	JASDQU010736164.1	125000	303	0.058569
(10,819)(244115,245007)(200000,250000)	JASDQU010736169.1	225000	811	0.016394
(820,3047)(275220,285838)(250000,300000)	JASDQU010736169.1	275000	2229	0.417540
(3048,3668)(342836,349564)(300000,350000)	JASDQU010736169.1	325000	622	0.052614
(3669,4232)(486361,486924)(450000,500000)	JASDQU010736169.1	475000	565	0.252727
(4233,5248)(737822,738843)(700000,750000)	JASDQU010736169.1	725000	1017	0.268861
(244,1516)(219411,221131)(200000,250000)	JASDQU010736171.1	225000	1274	0.037110
(113,687)(251131,251936)(250000,300000)	JASDQU010736179.1	275000	576	0.025747
(2445,2986)(264788,265332)(250000,300000)	JASDQU010736186.1	275000	543	0.113009
(116,1925)(134278,137913)(100000,150000)	JASDQU010736195.1	125000	1811	0.275727
(357,466)(222228,224654)(200000,250000)	JASDQU010736227.1	225000	111	0.035114
(467,490)(368842,368870)(350000,400000)	JASDQU010736227.1	375000	25	0.094047
(491,700)(410649,410931)(400000,450000)	JASDQU010736227.1	425000	211	0.081364
(324,737)(60426,61013)(50000,100000)	JASDQU010736234.1	75000	415	0.049288
(145,1607)(164328,199999)(150000,200000)	JASDQU010736236.1	175000	1464	0.177551
(1608,1647)(200000,200039)(200000,250000)	JASDQU010736236.1	225000	41	0.025834
(1446,1594)(197251,197884)(150000,200000)	JASDQU010736242.1	175000	150	0.029036
(795,1251)(424956,445902)(400000,450000)	JASDQU010736254.1	425000	458	0.791242
(348,1308)(82991,85449)(50000,100000)	JASDQU010736260.1	75000	962	0.301932
(3548,7715)(50000,64948)(50000,100000)	JASDQU010736264.1	75000	4169	0.443303
(726,2091)(263231,282353)(250000,300000)	JASDQU010736274.1	275000	1367	0.102637
(2092,2877)(374499,390031)(350000,400000)	JASDQU010736274.1	375000	787	0.130092
(2878,3428)(401240,401799)(400000,450000)	JASDQU010736274.1	425000	552	0.066146
(238,239)(129256,129257)(100000,150000)	JASDQU010736277.1	125000	3	0.086749
(1193,1875)(207673,208361)(200000,250000)	JASDQU010736279.1	225000	684	0.150652
(723,839)(191535,191840)(150000,200000)	JASDQU010736286.1	175000	118	0.030943
(2197,2863)(165191,170583)(150000,200000)	JASDQU010736304.1	175000	668	0.017474
(2864,2993)(228270,228454)(200000,250000)	JASDQU010736304.1	225000	131	0.033729
(493,663)(107765,146277)(100000,150000)	JASDQU010736305.1	125000	172	0.175159
(664,770)(248704,248842)(200000,250000)	JASDQU010736305.1	225000	108	0.042986
(75,330)(249696,249955)(200000,250000)	JASDQU010736306.1	225000	257	0.070691
(240,1094)(50203,51091)(50000,100000)	JASDQU010736307.1	75000	856	0.272815
(2327,2927)(99392,99994)(50000,100000)	JASDQU010736308.1	75000	602	0.855220
(153,483)(194482,194859)(150000,200000)	JASDQU010736309.1	175000	332	0.065877
(4673,5850)(298819,299999)(250000,300000)	JASDQU010736322.1	275000	1179	0.760867
(433,2474)(55624,85754)(50000,100000)	JASDQU010736332.1	75000	2043	0.365688
(2475,3857)(329028,330465)(300000,350000)	JASDQU010736332.1	325000	1384	0.615305
(104,417)(381110,381447)(350000,400000)	JASDQU010736339.1	375000	315	0.372066
(1115,1238)(63905,64042)(50000,100000)	JASDQU010736342.1	75000	125	0.048169
(403,704)(87819,89919)(50000,100000)	JASDQU010736343.1	75000	303	0.043670
(390,1092)(90510,91255)(50000,100000)	JASDQU010736347.1	75000	704	0.297781
(362,1556)(69683,71142)(50000,100000)	JASDQU010736349.1	75000	1196	0.412179
(403,1420)(162539,182746)(150000,200000)	JASDQU010736352.1	175000	1019	0.427673
(1421,1493)(231713,231995)(200000,250000)	JASDQU010736352.1	225000	74	0.059132
(1494,1494)(347099,347099)(300000,350000)	JASDQU010736352.1	325000	2	0.054247
(169,172)(50876,50880)(50000,100000)	JASDQU010736363.1	75000	5	0.063511
(551,702)(197044,197226)(150000,200000)	JASDQU010736377.1	175000	153	0.250406
(271,530)(259056,259398)(250000,300000)	JASDQU010736392.1	275000	261	0.051526
(197,611)(625609,626026)(600000,650000)	JASDQU010736402.1	625000	416	-0.002465
(941,2971)(50000,52278)(50000,100000)	JASDQU010736405.1	75000	2032	0.636727
(1232,1346)(212813,212930)(200000,250000)	JASDQU010736418.1	225000	116	0.079371
(1347,2305)(390813,391916)(350000,400000)	JASDQU010736418.1	375000	960	0.147742
(28,269)(210796,211348)(200000,250000)	JASDQU010736425.1	225000	243	0.045453
(270,299)(261016,261088)(250000,300000)	JASDQU010736425.1	275000	31	0.168314
(381,661)(270427,270777)(250000,300000)	JASDQU010736428.1	275000	282	0.052355
(662,770)(366832,368247)(350000,400000)	JASDQU010736428.1	375000	110	0.060546
(771,772)(430058,430059)(400000,450000)	JASDQU010736428.1	425000	3	0.051369
(1662,2161)(137153,145805)(100000,150000)	JASDQU010736438.1	125000	501	0.106498
(2162,2275)(213622,213878)(200000,250000)	JASDQU010736438.1	225000	115	0.046410
(593,1371)(125680,129373)(100000,150000)	JASDQU010736441.1	125000	780	0.354985
(923,4478)(58726,64546)(50000,100000)	JASDQU010736446.1	75000	3557	0.264781
(4479,13636)(264129,275533)(250000,300000)	JASDQU010736446.1	275000	9159	0.639960
(13637,14197)(398985,399559)(350000,400000)	JASDQU010736446.1	375000	562	0.130069
(57,68)(215919,215932)(200000,250000)	JASDQU010736454.1	225000	13	0.083185
(69,76)(269790,269874)(250000,300000)	JASDQU010736454.1	275000	9	0.160940
(77,595)(308572,309102)(300000,350000)	JASDQU010736454.1	325000	520	0.118223
(1094,1096)(200775,200777)(200000,250000)	JASDQU010736455.1	225000	4	0.050815
(91,408)(176560,177084)(150000,200000)	JASDQU010736459.1	175000	319	0.396389
(360,522)(197419,197621)(150000,200000)	JASDQU010736472.1	175000	164	0.044200
(122,652)(103947,106440)(100000,150000)	JASDQU010736490.1	125000	532	0.249428
(283,562)(99053,99376)(50000,100000)	JASDQU010736498.1	75000	281	0.154241
(655,2099)(502434,527345)(500000,550000)	JASDQU010736499.1	525000	1446	0.041326
(2100,2480)(563020,563462)(550000,600000)	JASDQU010736499.1	575000	382	-0.020945
(754,1398)(279401,280053)(250000,300000)	JASDQU010736507.1	275000	646	0.570349
(1399,2154)(329818,330793)(300000,350000)	JASDQU010736507.1	325000	757	0.154882
(376,879)(230031,245278)(200000,250000)	JASDQU010736510.1	225000	505	0.047330
(938,1127)(168511,168727)(150000,200000)	JASDQU010736530.1	175000	191	0.246071
(55,474)(172609,183879)(150000,200000)	JASDQU010736542.1	175000	421	0.050698
(17,61)(140754,140803)(100000,150000)	JASDQU010736555.1	125000	46	0.784185
(62,1194)(156223,157846)(150000,200000)	JASDQU010736555.1	175000	1134	0.697339
(653,1120)(378331,378812)(350000,400000)	JASDQU010736567.1	375000	469	0.428621
(351,1140)(108250,109041)(100000,150000)	JASDQU010736569.1	125000	791	0.619714
(1141,1485)(226926,227346)(200000,250000)	JASDQU010736569.1	225000	346	0.035013
(515,1286)(179947,180791)(150000,200000)	JASDQU010736570.1	175000	773	0.286253
(575,676)(319718,319827)(300000,350000)	JASDQU010736584.1	325000	103	0.100308
(677,1635)(363303,384851)(350000,400000)	JASDQU010736584.1	375000	960	0.157636
(132,1093)(65712,66676)(50000,100000)	JASDQU010736605.1	75000	963	0.120601
(1,2803)(58044,72844)(50000,100000)	JASDQU010736607.1	75000	2804	0.482344
(206,537)(247310,247685)(200000,250000)	JASDQU010736615.1	225000	333	0.094448
(538,593)(324380,324542)(300000,350000)	JASDQU010736615.1	325000	57	0.099788
(594,1735)(548787,549999)(500000,550000)	JASDQU010736615.1	525000	1143	0.531929
(1926,6555)(222346,248146)(200000,250000)	JASDQU010736616.1	225000	4631	0.365553
(6556,6779)(418469,420757)(400000,450000)	JASDQU010736616.1	425000	225	0.052783
(562,935)(359633,380403)(350000,400000)	JASDQU010736624.1	375000	375	0.031943
(316,904)(239033,239654)(200000,250000)	JASDQU010736634.1	225000	590	0.333779
(789,1403)(287844,288516)(250000,300000)	JASDQU010736651.1	275000	616	0.863749
(816,3118)(57603,62816)(50000,100000)	JASDQU010736676.1	75000	2304	0.799298
(239,464)(279072,279329)(250000,300000)	JASDQU010736680.1	275000	227	0.059634
(465,1444)(302713,303716)(300000,350000)	JASDQU010736680.1	325000	981	0.433503
(1234,1554)(192298,192702)(150000,200000)	JASDQU010736690.1	175000	322	0.057283
(528,1769)(208317,218618)(200000,250000)	JASDQU010736692.1	225000	1243	0.001998
(1770,2277)(270625,271142)(250000,300000)	JASDQU010736692.1	275000	509	0.169329
(2278,2349)(492006,492082)(450000,500000)	JASDQU010736692.1	475000	73	0.042418
(2350,2709)(773461,792757)(750000,800000)	JASDQU010736692.1	775000	361	0.242526
(52,285)(461836,491515)(450000,500000)	JASDQU010736717.1	475000	235	0.183856
(542,587)(339522,339602)(300000,350000)	JASDQU010736718.1	325000	47	0.825676
(588,764)(366725,366940)(350000,400000)	JASDQU010736718.1	375000	178	0.818962
(360,1619)(351166,352495)(350000,400000)	JASDQU010736720.1	375000	1261	0.611424
(154,640)(101585,102311)(100000,150000)	JASDQU010736744.1	125000	488	0.172112
(13,665)(69777,70889)(50000,100000)	JASDQU010736755.1	75000	654	0.573599
(58,556)(173214,173830)(150000,200000)	JASDQU010736757.1	175000	500	0.019920
(607,1126)(78645,79191)(50000,100000)	JASDQU010736771.1	75000	521	0.029352
(250,1754)(55550,81635)(50000,100000)	JASDQU010736778.1	75000	1506	0.842899
(1755,4389)(235147,237990)(200000,250000)	JASDQU010736778.1	225000	2636	0.871342
(4177,5614)(50771,55721)(50000,100000)	JASDQU010736780.1	75000	1439	0.603804
(5615,6317)(206974,207679)(200000,250000)	JASDQU010736780.1	225000	704	0.746462
(274,455)(208174,208501)(200000,250000)	JASDQU010736782.1	225000	183	0.014394
(456,566)(349445,349644)(300000,350000)	JASDQU010736782.1	325000	112	0.420260
(211,1655)(66251,75569)(50000,100000)	JASDQU010736810.1	75000	1446	0.100515
(582,1134)(145491,148314)(100000,150000)	JASDQU010736818.1	125000	554	0.002903
(626,1528)(227453,229004)(200000,250000)	JASDQU010736832.1	225000	904	0.483608
(1529,2857)(308790,320818)(300000,350000)	JASDQU010736832.1	325000	1330	0.726152
(2858,4213)(367598,369662)(350000,400000)	JASDQU010736832.1	375000	1357	0.711092
(3099,3353)(165411,165854)(150000,200000)	JASDQU010736845.1	175000	256	0.031238
(602,1393)(104666,142542)(100000,150000)	JASDQU010736850.1	125000	793	0.177174
(214,287)(189822,189924)(150000,200000)	JASDQU010736852.1	175000	75	0.050899
(25,32)(237704,237713)(200000,250000)	JASDQU010736856.1	225000	9	0.062450
(13,751)(459288,482975)(450000,500000)	JASDQU010736857.1	475000	740	0.095252
(124,252)(59037,59203)(50000,100000)	JASDQU010736858.1	75000	130	0.014438
(984,1191)(107269,107603)(100000,150000)	JASDQU010736859.1	125000	209	0.091341
(5,1602)(137127,138726)(100000,150000)	JASDQU010736887.1	125000	1599	0.361907
(1603,1705)(155551,158152)(150000,200000)	JASDQU010736887.1	175000	104	0.087622
(520,1611)(123146,142513)(100000,150000)	JASDQU010736909.1	125000	1093	0.156555
(371,903)(147084,147637)(100000,150000)	JASDQU010736912.1	125000	534	0.157545
(154,234)(191698,191799)(150000,200000)	JASDQU010736917.1	175000	82	0.121299
(5038,6112)(50102,63076)(50000,100000)	JASDQU010736919.1	75000	1076	0.372821
(121,812)(79594,80313)(50000,100000)	JASDQU010736920.1	75000	693	0.285209
(1678,4584)(200611,204149)(200000,250000)	JASDQU010736921.1	225000	2908	0.407123
(1053,1188)(93069,93204)(50000,100000)	JASDQU010736931.1	75000	137	0.052476
(3,864)(74575,75466)(50000,100000)	JASDQU010736944.1	75000	863	0.550422
(112,432)(50000,50955)(50000,100000)	JASDQU010736949.1	75000	322	0.285244
(105,1011)(140773,141751)(100000,150000)	JASDQU010737017.1	125000	908	0.409393
(36,639)(468534,487841)(450000,500000)	JASDQU010737019.1	475000	605	0.301104
(640,969)(526059,526492)(500000,550000)	JASDQU010737019.1	525000	331	0.135137
(970,1711)(614430,628564)(600000,650000)	JASDQU010737019.1	625000	743	0.439329
(1082,3113)(200563,237530)(200000,250000)	JASDQU010737021.1	225000	2033	0.173253
(1956,2928)(227622,231087)(200000,250000)	JASDQU010737061.1	225000	974	0.163359
(741,762)(194251,194340)(150000,200000)	JASDQU010737067.1	175000	23	0.058181
(51,714)(181020,181711)(150000,200000)	JASDQU010737100.1	175000	665	0.220894
(997,1649)(133272,133942)(100000,150000)	JASDQU010737114.1	125000	654	0.763127
(647,660)(144142,144182)(100000,150000)	JASDQU010737125.1	125000	15	0.068592
(165,3136)(60140,81942)(50000,100000)	JASDQU010737126.1	75000	2973	0.039462
(364,983)(322916,344241)(300000,350000)	JASDQU010737131.1	325000	621	0.084836
(1467,2347)(114083,115280)(100000,150000)	JASDQU010737147.1	125000	882	0.155397
(794,1199)(255639,293447)(250000,300000)	JASDQU010737177.1	275000	407	0.588844
(708,2178)(50668,70218)(50000,100000)	JASDQU010737195.1	75000	1472	0.644144
(334,3798)(56939,80638)(50000,100000)	JASDQU010737211.1	75000	3466	0.442182
(10678,11811)(250443,251577)(250000,300000)	JASDQU010737219.1	275000	1135	0.492899
(42,292)(121172,132258)(100000,150000)	JASDQU010737222.1	125000	252	0.042594
(752,2968)(238255,240659)(200000,250000)	JASDQU010737237.1	225000	2218	0.510113
(2969,4044)(250273,251377)(250000,300000)	JASDQU010737237.1	275000	1077	0.481432
